ID_1 ID_2 missing oldID newID Country EthnicGp Sex Family Relationship Father Mother
NA18497 NA18497 0.0026533 NA18497 NA18497 Nigeria YRI 1 Y003 child NA18498 NA18499
NA18498 NA18498 0.000884434 NA18498 NA18498 Nigeria YRI 1 Y003 father 0 0
NA18499 NA18499 0.00294811 NA18499 NA18499 Nigeria YRI 2 Y003 mother 0 0
NA18500 NA18500 0.000884434 NA18500 NA18500 Nigeria YRI 1 Y004 child NA18501 NA18502
NA18501 NA18501 0.00353774 NA18501 NA18501 Nigeria YRI 1 Y004 father 0 0
NA18502 NA18502 0.00294811 NA18502 NA18502 Nigeria YRI 2 Y004 mother 0 0
NA18503 NA18503 0.000589623 NA18503 NA18503 Nigeria YRI 1 Y005 child NA18504 NA18505
NA18504 NA18504 0.0026533 NA18504 NA18504 Nigeria YRI 1 Y005 father 0 0
NA18505 NA18505 0.00294811 NA18505 NA18505 Nigeria YRI 2 Y005 mother 0 0
NA18506 NA18506 0.000884434 NA18506 NA18506 Nigeria YRI 1 Y009 child NA18507 NA18508
NA18507 NA18507 0.00117925 NA18507 NA18507 Nigeria YRI 1 Y009 father 0 0
NA18508 NA18508 0.00147406 NA18508 NA18508 Nigeria YRI 2 Y009 mother 0 0
NA18509 NA18509 0.00117925 NA18509 NA18509 Nigeria YRI 1 Y010 child 0 NA18511
NA18510 NA18510 0.00147406 NA18510 NA18510 Nigeria YRI 1 Y010 not_father 0 0
NA18511 NA18511 0.00294811 NA18511 NA18511 Nigeria YRI 2 Y010 mother 0 0
NA18515 NA18515 0.00235849 NA18515 NA18515 Nigeria YRI 1 Y013 child NA18516 NA18517
NA18516 NA18516 0.00117925 NA18516 NA18516 Nigeria YRI 1 Y013 father 0 0
NA18517 NA18517 0.00176887 NA18517 NA18517 Nigeria YRI 2 Y013 mother 0 0
NA18518 NA18518 0.00117925 NA18518 NA18518 Nigeria YRI 0 Y014 child NA18519 NA18520
NA18519 NA18519 0.00147406 NA18519 NA18519 Nigeria YRI 1 Y014 father 0 0
NA18520 NA18520 0.000589623 NA18520 NA18520 Nigeria YRI 2 Y014 mother 0 0
NA18521 NA18521 0.00147406 NA18521 NA18521 Nigeria YRI 1 Y016 child NA18522 NA18523
NA18522 NA18522 0.00206368 NA18522 NA18522 Nigeria YRI 1 Y016 father 0 0
NA18523 NA18523 0.00442217 NA18523 NA18523 Nigeria YRI 2 Y016 mother 0 0
NA18525 NA18525 0.0026533 NA18525 NA18525 China CHB 2 0 0 0 0
NA18526 NA18526 0.00383255 NA18526 NA18526 China CHB 2 0 0 0 0
NA18527 NA18527 0.00294811 NA18527 NA18527 China CHB 2 0 0 0 0
NA18528 NA18528 0.00176887 NA18528 NA18528 China CHB 2 0 0 0 0
NA18530 NA18530 0.000884434 NA18530 NA18530 China CHB 1 0 0 0 0
NA18531 NA18531 0.00383255 NA18531 NA18531 China CHB 0 0 0 0 0
NA18532 NA18532 0.00147406 NA18532 NA18532 China CHB 2 0 0 0 0
NA18533 NA18533 0.00383255 NA18533 NA18533 China CHB 0 0 0 0 0
NA18534 NA18534 0.00235849 NA18534 NA18534 China CHB 1 0 0 0 0
NA18535 NA18535 0.00442217 NA18535 NA18535 China CHB 2 0 0 0 0
NA18536 NA18536 0.000294811 NA18536 NA18536 China CHB 1 0 0 0 0
NA18537 NA18537 0.00235849 NA18537 NA18537 China CHB 2 0 0 0 0
NA18538 NA18538 0.00176887 NA18538 NA18538 China CHB 2 0 0 0 0
NA18539 NA18539 0.00235849 NA18539 NA18539 China CHB 2 0 0 0 0
NA18541 NA18541 0.000294811 NA18541 NA18541 China CHB 2 0 0 0 0
NA18542 NA18542 0.00206368 NA18542 NA18542 China CHB 2 0 0 0 0
NA18543 NA18543 0.000294811 NA18543 NA18543 China CHB 1 0 0 0 0
NA18544 NA18544 0.000884434 NA18544 NA18544 China CHB 1 0 0 0 0
NA18545 NA18545 0.00176887 NA18545 NA18545 China CHB 2 0 0 0 0
NA18546 NA18546 0.00176887 NA18546 NA18546 China CHB 1 0 0 0 0
NA18547 NA18547 0.00147406 NA18547 NA18547 China CHB 2 0 0 0 0
NA18548 NA18548 0.00147406 NA18548 NA18548 China CHB 1 0 0 0 0
NA18549 NA18549 0.00147406 NA18549 NA18549 China CHB 1 0 0 0 0
NA18550 NA18550 0.000589623 NA18550 NA18550 China CHB 2 0 0 0 0
NA18552 NA18552 0.00176887 NA18552 NA18552 China CHB 2 0 0 0 0
NA18553 NA18553 0.000589623 NA18553 NA18553 China CHB 2 0 0 0 0
NA18555 NA18555 0.00147406 NA18555 NA18555 China CHB 2 0 0 0 0
NA18557 NA18557 0.00117925 NA18557 NA18557 China CHB 1 0 0 0 0
NA18558 NA18558 0.00235849 NA18558 NA18558 China CHB 1 0 0 0 0
NA18559 NA18559 0.00176887 NA18559 NA18559 China CHB 1 0 0 0 0
NA18560 NA18560 0.000884434 NA18560 NA18560 China CHB 2 0 0 0 0
NA18561 NA18561 0.00147406 NA18561 NA18561 China CHB 1 0 0 0 0
NA18562 NA18562 0.00294811 NA18562 NA18562 China CHB 1 0 0 0 0
NA18563 NA18563 0.000294811 NA18563 NA18563 China CHB 1 0 0 0 0
NA18564 NA18564 0.00294811 NA18564 NA18564 China CHB 2 0 0 0 0
NA18565 NA18565 0.00117925 NA18565 NA18565 China CHB 2 0 0 0 0
NA18566 NA18566 0.000884434 NA18566 NA18566 China CHB 2 0 0 0 0
NA18567 NA18567 0.000884434 NA18567 NA18567 China CHB 2 0 0 0 0
NA18570 NA18570 0.00176887 NA18570 NA18570 China CHB 2 0 0 0 0
NA18571 NA18571 0.00206368 NA18571 NA18571 China CHB 2 0 0 0 0
NA18572 NA18572 0.00176887 NA18572 NA18572 China CHB 1 0 0 0 0
NA18573 NA18573 0.00235849 NA18573 NA18573 China CHB 2 0 0 0 0
NA18574 NA18574 0.00147406 NA18574 NA18574 China CHB 2 0 0 0 0
NA18576 NA18576 0.0026533 NA18576 NA18576 China CHB 2 0 0 0 0
NA18577 NA18577 0.000589623 NA18577 NA18577 China CHB 2 0 0 0 0
NA18579 NA18579 0.00235849 NA18579 NA18579 China CHB 2 0 0 0 0
NA18582 NA18582 0.00117925 NA18582 NA18582 China CHB 2 0 0 0 0
NA18592 NA18592 0.00206368 NA18592 NA18592 China CHB 2 0 0 0 0
NA18593 NA18593 0.00117925 NA18593 NA18593 China CHB 2 0 0 0 0
NA18595 NA18595 0.00117925 NA18595 NA18595 China CHB 2 0 0 0 0
NA18596 NA18596 0.00353774 NA18596 NA18596 China CHB 2 0 0 0 0
NA18597 NA18597 0.000884434 NA18597 NA18597 China CHB 2 0 0 0 0
NA18599 NA18599 0.00324292 NA18599 NA18599 China CHB 2 0 0 0 0
NA18602 NA18602 0.000884434 NA18602 NA18602 China CHB 2 0 0 0 0
NA18603 NA18603 0.00294811 NA18603 NA18603 China CHB 1 0 0 0 0
NA18605 NA18605 0.00294811 NA18605 NA18605 China CHB 1 0 0 0 0
NA18606 NA18606 0.000884434 NA18606 NA18606 China CHB 1 0 0 0 0
NA18608 NA18608 0.000884434 NA18608 NA18608 China CHB 1 0 0 0 0
NA18609 NA18609 0.000589623 NA18609 NA18609 China CHB 1 0 0 0 0
NA18610 NA18610 0.000884434 NA18610 NA18610 China CHB 2 0 0 0 0
NA18611 NA18611 0 NA18611 NA18611 China CHB 1 0 0 0 0
NA18612 NA18612 0.000884434 NA18612 NA18612 China CHB 1 0 0 0 0
NA18613 NA18613 0.00117925 NA18613 NA18613 China CHB 1 0 0 0 0
NA18614 NA18614 0.00383255 NA18614 NA18614 China CHB 2 0 0 0 0
NA18615 NA18615 0.00117925 NA18615 NA18615 China CHB 2 0 0 0 0
NA18616 NA18616 0.00176887 NA18616 NA18616 China CHB 2 0 0 0 0
NA18617 NA18617 0.00471698 NA18617 NA18617 China CHB 2 0 0 0 0
NA18618 NA18618 0.00206368 NA18618 NA18618 China CHB 2 0 0 0 0
NA18619 NA18619 0.00117925 NA18619 NA18619 China CHB 2 0 0 0 0
NA18620 NA18620 0.00117925 NA18620 NA18620 China CHB 1 0 0 0 0
NA18621 NA18621 0.00176887 NA18621 NA18621 China CHB 1 0 0 0 0
NA18622 NA18622 0.000884434 NA18622 NA18622 China CHB 1 0 0 0 0
NA18623 NA18623 0.00206368 NA18623 NA18623 China CHB 1 0 0 0 0
NA18624 NA18624 0.000884434 NA18624 NA18624 China CHB 1 0 0 0 0
NA18625 NA18625 0.00117925 NA18625 NA18625 China CHB 0 0 0 0 0
NA18626 NA18626 0.00206368 NA18626 NA18626 China CHB 2 0 0 0 0
NA18627 NA18627 0.00235849 NA18627 NA18627 China CHB 2 0 0 0 0
NA18628 NA18628 0.00235849 NA18628 NA18628 China CHB 2 0 0 0 0
NA18630 NA18630 0.00206368 NA18630 NA18630 China CHB 2 0 0 0 0
NA18631 NA18631 0.000589623 NA18631 NA18631 China CHB 2 0 0 0 0
NA18632 NA18632 0.000884434 NA18632 NA18632 China CHB 1 0 0 0 0
NA18633 NA18633 0.00147406 NA18633 NA18633 China CHB 1 0 0 0 0
NA18634 NA18634 0.00176887 NA18634 NA18634 China CHB 2 0 0 0 0
NA18635 NA18635 0.00117925 NA18635 NA18635 China CHB 1 0 0 0 0
NA18636 NA18636 0.00117925 NA18636 NA18636 China CHB 1 0 0 0 0
NA18637 NA18637 0.00235849 NA18637 NA18637 China CHB 1 0 0 0 0
NA18638 NA18638 0.00147406 NA18638 NA18638 China CHB 1 0 0 0 0
NA18639 NA18639 0.00147406 NA18639 NA18639 China CHB 1 0 0 0 0
NA18640 NA18640 0.00206368 NA18640 NA18640 China CHB 2 0 0 0 0
NA18641 NA18641 0.00176887 NA18641 NA18641 China CHB 2 0 0 0 0
NA18642 NA18642 0.00383255 NA18642 NA18642 China CHB 2 0 0 0 0
NA18643 NA18643 0.00117925 NA18643 NA18643 China CHB 1 0 0 0 0
NA18645 NA18645 0.000294811 NA18645 NA18645 China CHB 1 0 0 0 0
NA18647 NA18647 0.00206368 NA18647 NA18647 China CHB 1 0 0 0 0
NA18670 NA18670 0.000589623 NA18670 NA18670 China CHD 0 0 0 0 0
NA18740 NA18740 0.00206368 NA18740 NA18740 China CHB 1 0 0 0 0
NA18745 NA18745 0.00235849 NA18745 NA18745 China CHB 1 0 0 0 0
NA18747 NA18747 0.000884434 NA18747 NA18747 China CHB 1 0 0 0 0
NA18748 NA18748 0.00117925 NA18748 NA18748 China CHB 1 0 0 0 0
NA18749 NA18749 0.00176887 NA18749 NA18749 China CHB 1 0 0 0 0
NA18757 NA18757 0.000589623 NA18757 NA18757 China CHB 1 0 0 0 0
NA18853 NA18853 0.000294811 NA18853 NA18853 Nigeria YRI 1 Y018 father 0 0
NA18854 NA18854 0.00206368 NA18854 NA18854 Nigeria YRI 1 Y018 child NA18853 0
NA18856 NA18856 0 NA18856 NA18856 Nigeria YRI 1 Y023 father 0 0
NA18857 NA18857 0.00147406 NA18857 NA18857 Nigeria YRI 1 Y023 child NA18856 0
NA18858 NA18858 0.00176887 NA18858 NA18858 Nigeria YRI 2 Y012 mother 0 0
NA18860 NA18860 0.00324292 NA18860 NA18860 Nigeria YRI 1 Y012 child 0 NA18858
NA18861 NA18861 0.000884434 NA18861 NA18861 Nigeria YRI 2 Y024 mother 0 0
NA18863 NA18863 0.000884434 NA18863 NA18863 Nigeria YRI 1 Y024 child 0 NA18861
NA18867 NA18867 0.0159198 NA18867 NA18867 Nigeria YRI 2 Y007 mother 0 0
NA18868 NA18868 0 NA18868 NA18868 Nigeria YRI 1 Y007 father 0 0
NA18869 NA18869 0.000884434 NA18869 NA18869 Nigeria YRI 1 Y007 child NA18868 NA18867
NA18870 NA18870 0.00117925 NA18870 NA18870 Nigeria YRI 2 Y017 mother 0 0
NA18871 NA18871 0.00176887 NA18871 NA18871 Nigeria YRI 1 Y017 father 0 0
NA18872 NA18872 0.00294811 NA18872 NA18872 Nigeria YRI 1 Y017 child NA18871 NA18870
NA18873 NA18873 0.00206368 NA18873 NA18873 Nigeria YRI 2 Y019 mother 0 0
NA18874 NA18874 0.00353774 NA18874 NA18874 Nigeria YRI 1 Y019 father 0 0
NA18875 NA18875 0.00383255 NA18875 NA18875 Nigeria YRI 0 Y019 child NA18874 NA18873
NA18907 NA18907 0.00117925 NA18907 NA18907 Nigeria YRI 2 Y025 mother 0 0
NA18908 NA18908 0.00235849 NA18908 NA18908 Nigeria YRI 1 Y025 not_father 0 0
NA18909 NA18909 0.00235849 NA18909 NA18909 Nigeria YRI 2 Y027 mother 0 0
NA18910 NA18910 0.00294811 NA18910 NA18910 Nigeria YRI 1 Y027 father 0 0
NA18911 NA18911 0.0026533 NA18911 NA18911 Nigeria YRI 1 Y027 child NA18910 NA18909
NA18912 NA18912 0.000589623 NA18912 NA18912 Nigeria YRI 2 Y028 mother 0 0
NA18914 NA18914 0.00206368 NA18914 NA18914 Nigeria YRI 1 Y028 child 0 NA18912
NA18916 NA18916 0.00206368 NA18916 NA18916 Nigeria YRI 2 Y030 mother 0 0
NA18917 NA18917 0.000884434 NA18917 NA18917 Nigeria YRI 1 Y030 father 0 0
NA18923 NA18923 0.00589623 NA18923 NA18923 Nigeria YRI 1 Y033 father 0 0
NA18924 NA18924 0.00176887 NA18924 NA18924 Nigeria YRI 2 Y033 mother 0 0
NA18925 NA18925 0.00324292 NA18925 NA18925 Nigeria YRI 1 Y033 child NA18923 NA18924
NA18930 NA18930 0.000294811 NA18930 NA18930 Nigeria YRI 0 Y030 child NA18917 NA18916
NA18933 NA18933 0.000589623 NA18933 NA18933 Nigeria YRI 2 Y036 mother 0 0
NA18934 NA18934 0.00147406 NA18934 NA18934 Nigeria YRI 1 Y036 father 0 0
NA18935 NA18935 0.00117925 NA18935 NA18935 Nigeria YRI 1 Y036 child NA18934 NA18933
NA18939 NA18939 0.00117925 NA18939 NA18939 Japan JPT 2 0 0 0 0
NA18940 NA18940 0.00176887 NA18940 NA18940 Japan JPT 1 0 0 0 0
NA18941 NA18941 0.000589623 NA18941 NA18941 Japan JPT 2 0 0 0 0
NA18942 NA18942 0.00353774 NA18942 NA18942 Japan JPT 2 0 0 0 0
NA18943 NA18943 0.00117925 NA18943 NA18943 Japan JPT 1 0 0 0 0
NA18944 NA18944 0.00560142 NA18944 NA18944 Japan JPT 1 0 0 0 0
NA18945 NA18945 0.00147406 NA18945 NA18945 Japan JPT 1 0 0 0 0
NA18946 NA18946 0.00294811 NA18946 NA18946 Japan JPT 2 0 0 0 0
NA18947 NA18947 0.00206368 NA18947 NA18947 Japan JPT 2 0 0 0 0
NA18948 NA18948 0.00117925 NA18948 NA18948 Japan JPT 1 0 0 0 0
NA18949 NA18949 0.00147406 NA18949 NA18949 Japan JPT 2 0 0 0 0
NA18950 NA18950 0.00383255 NA18950 NA18950 Japan JPT 2 0 0 0 0
NA18951 NA18951 0 NA18951 NA18951 Japan JPT 2 0 0 0 0
NA18952 NA18952 0.00471698 NA18952 NA18952 Japan JPT 1 0 0 0 0
NA18953 NA18953 0.000589623 NA18953 NA18953 Japan JPT 1 0 0 0 0
NA18954 NA18954 0.00412736 NA18954 NA18954 Japan JPT 2 0 0 0 0
NA18955 NA18955 0.00147406 NA18955 NA18955 Japan JPT 1 0 0 0 0
NA18956 NA18956 0.000294811 NA18956 NA18956 Japan JPT 2 0 0 0 0
NA18957 NA18957 0.000294811 NA18957 NA18957 Japan JPT 2 0 0 0 0
NA18959 NA18959 0.000589623 NA18959 NA18959 Japan JPT 1 0 0 0 0
NA18960 NA18960 0.000589623 NA18960 NA18960 Japan JPT 1 0 0 0 0
NA18961 NA18961 0.000884434 NA18961 NA18961 Japan JPT 1 0 0 0 0
NA18962 NA18962 0.000294811 NA18962 NA18962 Japan JPT 1 0 0 0 0
NA18963 NA18963 0.00147406 NA18963 NA18963 Japan JPT 2 0 0 0 0
NA18964 NA18964 0.000294811 NA18964 NA18964 Japan JPT 2 0 0 0 0
NA18965 NA18965 0.00176887 NA18965 NA18965 Japan JPT 1 0 0 0 0
NA18966 NA18966 0.000884434 NA18966 NA18966 Japan JPT 1 0 0 0 0
NA18967 NA18967 0.000589623 NA18967 NA18967 Japan JPT 1 0 0 0 0
NA18968 NA18968 0.000294811 NA18968 NA18968 Japan JPT 2 0 0 0 0
NA18969 NA18969 0.00648585 NA18969 NA18969 Japan JPT 0 0 0 0 0
NA18970 NA18970 0.000294811 NA18970 NA18970 Japan JPT 1 0 0 0 0
NA18971 NA18971 0.00412736 NA18971 NA18971 Japan JPT 1 0 0 0 0
NA18972 NA18972 0.00353774 NA18972 NA18972 Japan JPT 0 0 0 0 0
NA18973 NA18973 0.0026533 NA18973 NA18973 Japan JPT 2 0 0 0 0
NA18974 NA18974 0.00147406 NA18974 NA18974 Japan JPT 1 0 0 0 0
NA18975 NA18975 0.00117925 NA18975 NA18975 Japan JPT 2 0 0 0 0
NA18976 NA18976 0.00176887 NA18976 NA18976 Japan JPT 2 0 0 0 0
NA18977 NA18977 0.000589623 NA18977 NA18977 Japan JPT 1 0 0 0 0
NA18978 NA18978 0.00147406 NA18978 NA18978 Japan JPT 2 0 0 0 0
NA18979 NA18979 0.000884434 NA18979 NA18979 Japan JPT 0 0 0 0 0
NA18980 NA18980 0.000589623 NA18980 NA18980 Japan JPT 2 0 0 0 0
NA18981 NA18981 0.00353774 NA18981 NA18981 Japan JPT 2 0 0 0 0
NA18982 NA18982 0.00589623 NA18982 NA18982 Japan JPT 1 0 0 0 0
NA18983 NA18983 0.0026533 NA18983 NA18983 Japan JPT 1 0 0 0 0
NA18984 NA18984 0.000589623 NA18984 NA18984 Japan JPT 1 0 0 0 0
NA18985 NA18985 0.000884434 NA18985 NA18985 Japan JPT 1 0 0 0 0
NA18986 NA18986 0.00176887 NA18986 NA18986 Japan JPT 1 0 0 0 0
NA18987 NA18987 0.000884434 NA18987 NA18987 Japan JPT 2 0 0 0 0
NA18988 NA18988 0.000589623 NA18988 NA18988 Japan JPT 1 0 0 0 0
NA18989 NA18989 0.000589623 NA18989 NA18989 Japan JPT 1 0 0 0 0
NA18990 NA18990 0.000294811 NA18990 NA18990 Japan JPT 1 0 0 0 0
NA18991 NA18991 0.00176887 NA18991 NA18991 Japan JPT 0 0 0 0 0
NA18992 NA18992 0.00176887 NA18992 NA18992 Japan JPT 2 0 0 0 0
NA18993 NA18993 0.00176887 NA18993 NA18993 Japan JPT 0 0 0 0 0
NA18994 NA18994 0.000589623 NA18994 NA18994 Japan JPT 1 0 0 0 0
NA18995 NA18995 0.000884434 NA18995 NA18995 Japan JPT 1 0 0 0 0
NA18997 NA18997 0.00206368 NA18997 NA18997 Japan JPT 0 0 0 0 0
NA18998 NA18998 0.00294811 NA18998 NA18998 Japan JPT 2 0 0 0 0
NA18999 NA18999 0.000884434 NA18999 NA18999 Japan JPT 2 0 0 0 0
NA19000 NA19000 0.000589623 NA19000 NA19000 Japan JPT 1 0 0 0 0
NA19001 NA19001 0.00176887 NA19001 NA19001 Japan JPT 0 0 0 0 0
NA19002 NA19002 0.000589623 NA19002 NA19002 Japan JPT 2 0 0 0 0
NA19003 NA19003 0.00147406 NA19003 NA19003 Japan JPT 2 0 0 0 0
NA19004 NA19004 0.000589623 NA19004 NA19004 Japan JPT 1 0 0 0 0
NA19005 NA19005 0.0362618 NA19005 NA19005 Japan JPT 1 0 0 0 0
NA19007 NA19007 0.00117925 NA19007 NA19007 Japan JPT 1 0 0 0 0
NA19009 NA19009 0.00117925 NA19009 NA19009 Japan JPT 1 0 0 0 0
NA19010 NA19010 0.00117925 NA19010 NA19010 Japan JPT 2 0 0 0 0
NA19012 NA19012 0.00117925 NA19012 NA19012 Japan JPT 1 0 0 0 0
NA19020 NA19020 0.00176887 NA19020 NA19020 Kenya LWK 1 0 0 0 0
NA19027 NA19027 0.00147406 NA19027 NA19027 Kenya LWK 1 0 0 0 0
NA19028 NA19028 0.000884434 NA19028 NA19028 Kenya LWK 1 0 0 0 0
NA19031 NA19031 0.00383255 NA19031 NA19031 Kenya LWK 1 0 0 0 0
NA19035 NA19035 0.000589623 NA19035 NA19035 Kenya LWK 1 0 0 0 0
NA19036 NA19036 0.000884434 NA19036 NA19036 Kenya LWK 2 0 0 0 0
NA19038 NA19038 0.00176887 NA19038 NA19038 Kenya LWK 2 0 0 0 0
NA19041 NA19041 0.00176887 NA19041 NA19041 Kenya LWK 1 0 0 0 0
NA19044 NA19044 0.000884434 NA19044 NA19044 Kenya LWK 1 0 0 0 0
NA19046 NA19046 0.000884434 NA19046 NA19046 Kenya LWK 1 0 0 0 0
NA19054 NA19054 0.00147406 NA19054 NA19054 Japan JPT 2 0 0 0 0
NA19055 NA19055 0.00147406 NA19055 NA19055 Japan JPT 1 0 0 0 0
NA19056 NA19056 0.00147406 NA19056 NA19056 Japan JPT 1 0 0 0 0
NA19057 NA19057 0.000589623 NA19057 NA19057 Japan JPT 2 0 0 0 0
NA19058 NA19058 0.00471698 NA19058 NA19058 Japan JPT 1 0 0 0 0
NA19059 NA19059 0.00235849 NA19059 NA19059 Japan JPT 2 0 0 0 0
NA19060 NA19060 0.000294811 NA19060 NA19060 Japan JPT 1 0 0 0 0
NA19062 NA19062 0.00206368 NA19062 NA19062 Japan JPT 1 0 0 0 0
NA19063 NA19063 0.000589623 NA19063 NA19063 Japan JPT 1 0 0 0 0
NA19064 NA19064 0 NA19064 NA19064 Japan JPT 2 0 0 0 0
NA19065 NA19065 0.00235849 NA19065 NA19065 Japan JPT 2 0 0 0 0
NA19066 NA19066 0.00206368 NA19066 NA19066 Japan JPT 1 0 0 0 0
NA19067 NA19067 0.00117925 NA19067 NA19067 Japan JPT 1 0 0 0 0
NA19068 NA19068 0.000589623 NA19068 NA19068 Japan JPT 1 0 0 0 0
NA19070 NA19070 0.00619104 NA19070 NA19070 Japan JPT 1 0 0 0 0
NA19072 NA19072 0.00176887 NA19072 NA19072 Japan JPT 1 0 0 0 0
NA19074 NA19074 0.000294811 NA19074 NA19074 Japan JPT 2 0 0 0 0
NA19075 NA19075 0.000589623 NA19075 NA19075 Japan JPT 1 0 0 0 0
NA19076 NA19076 0.00176887 NA19076 NA19076 Japan JPT 1 0 0 0 0
NA19077 NA19077 0.00147406 NA19077 NA19077 Japan JPT 2 0 0 0 0
NA19078 NA19078 0.000589623 NA19078 NA19078 Japan JPT 2 0 0 0 0
NA19079 NA19079 0.00147406 NA19079 NA19079 Japan JPT 1 0 0 0 0
NA19080 NA19080 0.00147406 NA19080 NA19080 Japan JPT 2 0 0 0 0
NA19081 NA19081 0.000884434 NA19081 NA19081 Japan JPT 2 0 0 0 0
NA19082 NA19082 0.000294811 NA19082 NA19082 Japan JPT 1 0 0 0 0
NA19083 NA19083 0.00117925 NA19083 NA19083 Japan JPT 1 0 0 0 0
NA19084 NA19084 0.000884434 NA19084 NA19084 Japan JPT 2 0 0 0 0
NA19085 NA19085 0.00235849 NA19085 NA19085 Japan JPT 1 0 0 0 0
NA19086 NA19086 0.00235849 NA19086 NA19086 Japan JPT 1 0 0 0 0
NA19087 NA19087 0.00117925 NA19087 NA19087 Japan JPT 2 0 0 0 0
NA19088 NA19088 0.000884434 NA19088 NA19088 Japan JPT 1 0 0 0 0
NA19092 NA19092 0.00324292 NA19092 NA19092 Nigeria YRI 1 Y040 father 0 0
NA19093 NA19093 0.00324292 NA19093 NA19093 Nigeria YRI 2 Y040 mother 0 0
NA19094 NA19094 0.00235849 NA19094 NA19094 Nigeria YRI 0 Y040 child NA19092 NA19093
NA19095 NA19095 0.000884434 NA19095 NA19095 Nigeria YRI 2 Y041 mother 0 0
NA19096 NA19096 0.000294811 NA19096 NA19096 Nigeria YRI 1 Y041 father 0 0
NA19097 NA19097 0.000294811 NA19097 NA19097 Nigeria YRI 0 Y041 child NA19096 NA19095
NA19098 NA19098 0.00147406 NA19098 NA19098 Nigeria YRI 1 Y105 father 0 0
NA19099 NA19099 0.000294811 NA19099 NA19099 Nigeria YRI 2 Y105 mother 0 0
NA19100 NA19100 0.00117925 NA19100 NA19100 Nigeria YRI 0 Y105 child NA19098 NA19099
NA19102 NA19102 0.000589623 NA19102 NA19102 Nigeria YRI 2 Y042 mother 0 0
NA19103 NA19103 0.00176887 NA19103 NA19103 Nigeria YRI 1 Y042 child 0 NA19102
NA19107 NA19107 0.00176887 NA19107 NA19107 Nigeria YRI 1 Y006 father 0 0
NA19108 NA19108 0.00147406 NA19108 NA19108 Nigeria YRI 2 Y006 mother 0 0
NA19109 NA19109 0.00147406 NA19109 NA19109 Nigeria YRI 0 Y006 child NA19107 NA19108
NA19113 NA19113 0.00147406 NA19113 NA19113 Nigeria YRI 1 Y079 father 0 0
NA19114 NA19114 0.00560142 NA19114 NA19114 Nigeria YRI 2 Y079 mother 0 0
NA19115 NA19115 0.000884434 NA19115 NA19115 Nigeria YRI 0 Y079 child NA19113 NA19114
NA19116 NA19116 0.00117925 NA19116 NA19116 Nigeria YRI 2 Y060 mother 0 0
NA19117 NA19117 0.000884434 NA19117 NA19117 Nigeria YRI 1 Y100 father 0 0
NA19118 NA19118 0.000884434 NA19118 NA19118 Nigeria YRI 2 Y100 mother 0 0
NA19119 NA19119 0.00147406 NA19119 NA19119 Nigeria YRI 1 Y060 father 0 0
NA19120 NA19120 0.0026533 NA19120 NA19120 Nigeria YRI 1 Y060 child NA19119 NA19116
NA19121 NA19121 0.0103184 NA19121 NA19121 Nigeria YRI 1 Y061 father 0 0
NA19123 NA19123 0.000294811 NA19123 NA19123 Nigeria YRI 1 Y061 child NA19121 0
NA19129 NA19129 0.00117925 NA19129 NA19129 Nigeria YRI 2 Y077 child 0 0
NA19130 NA19130 0.000884434 NA19130 NA19130 Nigeria YRI 1 Y101 father 0 0
NA19131 NA19131 0.000884434 NA19131 NA19131 Nigeria YRI 2 Y101 mother 0 0
NA19132 NA19132 0.00619104 NA19132 NA19132 Nigeria YRI 0 Y101 child NA19130 NA19131
NA19137 NA19137 0.00117925 NA19137 NA19137 Nigeria YRI 2 Y043 mother 0 0
NA19138 NA19138 0.00176887 NA19138 NA19138 Nigeria YRI 1 Y043 father 0 0
NA19139 NA19139 0.00206368 NA19139 NA19139 Nigeria YRI 1 Y043 child NA19138 NA19137
NA19141 NA19141 0.00176887 NA19141 NA19141 Nigeria YRI 1 Y071 father 0 0
NA19142 NA19142 0.00206368 NA19142 NA19142 Nigeria YRI 1 Y071 child NA19141 0
NA19143 NA19143 0.000884434 NA19143 NA19143 Nigeria YRI 0 Y074 mother 0 0
NA19144 NA19144 0.00206368 NA19144 NA19144 Nigeria YRI 1 Y074 father 0 0
NA19145 NA19145 0.00117925 NA19145 NA19145 Nigeria YRI 1 Y074 child NA19144 NA19143
NA19146 NA19146 0.00206368 NA19146 NA19146 Nigeria YRI 1 Y075 father 0 0
NA19147 NA19147 0.00117925 NA19147 NA19147 Nigeria YRI 2 Y075 mother 0 0
NA19148 NA19148 0.00353774 NA19148 NA19148 Nigeria YRI 0 Y075 child NA19146 NA19147
NA19149 NA19149 0.000884434 NA19149 NA19149 Nigeria YRI 2 Y073 mother 0 0
NA19150 NA19150 0.000884434 NA19150 NA19150 Nigeria YRI 1 Y073 father 0 0
NA19151 NA19151 0.000884434 NA19151 NA19151 Nigeria YRI 0 Y073 child NA19150 NA19149
NA19152 NA19152 0.00324292 NA19152 NA19152 Nigeria YRI 2 Y072 mother 0 0
NA19153 NA19153 0.00206368 NA19153 NA19153 Nigeria YRI 1 Y072 father 0 0
NA19154 NA19154 0.00471698 NA19154 NA19154 Nigeria YRI 1 Y072 child NA19153 NA19152
NA19159 NA19159 0.000589623 NA19159 NA19159 Nigeria YRI 0 Y056 mother 0 0
NA19160 NA19160 0.00206368 NA19160 NA19160 Nigeria YRI 1 Y056 father 0 0
